Gender,Grade,Age,Race,Urban/Rural,School,Goals,Grades,Sports,Looks,Money
b'boy',5.0,10.0,b'White',b'Rural',b'Sand',b'Grades',1.0,2.0,4.0,3.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Popular',2.0,3.0,1.0,4.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Popular',1.0,3.0,2.0,4.0
b'girl',5.0,11.0,b'White',b'Rural',b'Sand',b'Grades',2.0,4.0,1.0,3.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Grades',2.0,4.0,3.0,1.0
b'girl',5.0,10.0,b'White',b'Rural',b'Sand',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,10.0,b'Other',b'Rural',b'Sand',b'Grades',2.0,4.0,1.0,3.0
b'boy',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',3.0,1.0,2.0,4.0
b'boy',4.0,10.0,b'White',b'Rural',b'Sand',b'Grades',3.0,1.0,4.0,2.0
b'boy',4.0,10.0,b'White',b'Rural',b'Sand',b'Grades',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',2.0,1.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',3.0,4.0,1.0,2.0
b'girl',4.0,10.0,b'White',b'Rural',b'Sand',b'Popular',2.0,1.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Sports',3.0,2.0,1.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Sports',3.0,2.0,1.0,4.0
b'girl',4.0,9.0,b'White',b'Rural',b'Sand',b'Grades',2.0,1.0,3.0,4.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',3.0,4.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',1.0,3.0,2.0,4.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,3.0,1.0,2.0
b'girl',6.0,12.0,b'Other',b'Rural',b'Brown Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',1.0,2.0,3.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,1.0,3.0,2.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,3.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',2.0,1.0,3.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'Other',b'Rural',b'Brown Middle',b'Grades',1.0,3.0,4.0,2.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',3.0,1.0,2.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',1.0,2.0,3.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',2.0,3.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',2.0,3.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',1.0,4.0,2.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Grades',3.0,1.0,2.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',2.0,1.0,3.0,4.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',2.0,4.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,3.0,1.0,2.0
b'boy',6.0,13.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,1.0,2.0,3.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,2.0,1.0,3.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,3.0,1.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',2.0,1.0,3.0,4.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,1.0,2.0,3.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,2.0,1.0,3.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,1.0,2.0,3.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Popular',2.0,3.0,4.0,1.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',3.0,2.0,1.0,4.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',2.0,1.0,3.0,4.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',3.0,1.0,4.0,2.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,1.0,2.0,3.0
b'boy',6.0,12.0,b'Other',b'Rural',b'Brown Middle',b'Popular',4.0,3.0,2.0,1.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',1.0,2.0,3.0,4.0
b'boy',6.0,12.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,1.0,2.0,3.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,1.0,3.0
b'boy',6.0,13.0,b'White',b'Rural',b'Brown Middle',b'Sports',4.0,2.0,1.0,3.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Grades',4.0,3.0,1.0,2.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,4.0,2.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Popular',4.0,2.0,1.0,3.0
b'boy',6.0,11.0,b'White',b'Rural',b'Brown Middle',b'Sports',3.0,1.0,4.0,2.0
b'girl',4.0,9.0,b'Other',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Popular',4.0,3.0,1.0,2.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'Other',b'Urban',b'Main',b'Sports',4.0,1.0,2.0,3.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,3.0,4.0
b'girl',4.0,9.0,b'Other',b'Urban',b'Main',b'Grades',2.0,4.0,1.0,3.0
b'girl',4.0,10.0,b'White',b'Urban',b'Main',b'Grades',3.0,2.0,1.0,4.0
b'girl',4.0,10.0,b'White',b'Urban',b'Main',b'Grades',3.0,2.0,1.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Popular',2.0,1.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Sports',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',4.0,3.0,1.0,2.0
b'girl',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,4.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',3.0,1.0,2.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Popular',1.0,3.0,2.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',3.0,1.0,4.0,2.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Sports',1.0,2.0,4.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',3.0,1.0,2.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,4.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Sports',2.0,3.0,1.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'boy',4.0,9.0,b'Other',b'Urban',b'Main',b'Grades',4.0,1.0,3.0,2.0
b'boy',4.0,10.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',4.0,2.0,1.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',4.0,3.0,1.0,2.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,10.0,b'Other',b'Urban',b'Main',b'Popular',2.0,4.0,1.0,3.0
b'girl',5.0,11.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',4.0,1.0,2.0,3.0
b'girl',5.0,11.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,4.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,4.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',4.0,3.0,2.0,1.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',1.0,4.0,2.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',4.0,1.0,2.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',2.0,3.0,1.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',4.0,3.0,2.0,1.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Popular',2.0,1.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,4.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,3.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',2.0,4.0,3.0,1.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Sports',3.0,1.0,2.0,4.0
b'boy',5.0,10.0,b'Other',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'boy',5.0,11.0,b'Other',b'Urban',b'Main',b'Grades',1.0,4.0,2.0,3.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,4.0,3.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,3.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,4.0,3.0
b'boy',5.0,9.0,b'Other',b'Urban',b'Main',b'Grades',2.0,1.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',3.0,4.0,2.0,1.0
b'boy',5.0,10.0,b'Other',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',2.0,1.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,4.0,3.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Popular',3.0,1.0,2.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Grades',1.0,2.0,3.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Popular',3.0,1.0,2.0,4.0
b'boy',5.0,9.0,b'Other',b'Urban',b'Main',b'Grades',3.0,1.0,4.0,2.0
b'boy',5.0,11.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Main',b'Sports',2.0,1.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Main',b'Grades',3.0,2.0,1.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',4.0,3.0,1.0,2.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',3.0,2.0,1.0,4.0
b'boy',4.0,9.0,b'Other',b'Urban',b'Portage',b'Grades',4.0,3.0,1.0,2.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'girl',4.0,10.0,b'White',b'Urban',b'Portage',b'Grades',3.0,1.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,3.0,2.0,4.0
b'girl',4.0,9.0,b'Other',b'Urban',b'Portage',b'Popular',2.0,3.0,1.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',4.0,1.0,2.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',3.0,1.0,2.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,3.0,2.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,4.0,3.0
b'boy',5.0,11.0,b'White',b'Urban',b'Portage',b'Grades',1.0,3.0,2.0,4.0
b'boy',5.0,10.0,b'Other',b'Urban',b'Portage',b'Grades',2.0,1.0,3.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',2.0,4.0,1.0,3.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',3.0,1.0,4.0,2.0
b'boy',5.0,11.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',1.0,3.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',2.0,4.0,1.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',3.0,1.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Portage',b'Popular',3.0,1.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',2.0,3.0,1.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',3.0,1.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',1.0,3.0,2.0,4.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',2.0,1.0,3.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Sports',3.0,1.0,4.0,2.0
b'boy',5.0,11.0,b'White',b'Urban',b'Portage',b'Sports',3.0,1.0,2.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Grades',3.0,2.0,1.0,4.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Sports',3.0,1.0,2.0,4.0
b'boy',5.0,11.0,b'White',b'Urban',b'Portage',b'Grades',4.0,1.0,3.0,2.0
b'boy',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',4.0,3.0,1.0,2.0
b'girl',5.0,10.0,b'Other',b'Urban',b'Portage',b'Grades',2.0,1.0,3.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Portage',b'Popular',2.0,4.0,1.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Portage',b'Sports',3.0,2.0,1.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Portage',b'Popular',2.0,4.0,1.0,3.0
b'girl',5.0,11.0,b'Other',b'Urban',b'Portage',b'Grades',2.0,4.0,1.0,3.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'girl',5.0,10.0,b'Other',b'Urban',b'Portage',b'Sports',3.0,2.0,1.0,4.0
b'girl',5.0,11.0,b'White',b'Urban',b'Portage',b'Popular',4.0,3.0,1.0,2.0
b'girl',5.0,10.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',3.0,2.0,4.0,1.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',3.0,2.0,4.0,1.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',4.0,3.0,2.0,1.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,4.0,3.0,2.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',2.0,4.0,1.0,3.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',2.0,4.0,1.0,3.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Sports',1.0,3.0,4.0,2.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',4.0,3.0,1.0,2.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',3.0,2.0,1.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',2.0,1.0,4.0,3.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',1.0,2.0,3.0,4.0
b'boy',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',3.0,1.0,2.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',4.0,3.0,2.0,1.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',4.0,2.0,3.0,1.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Grades',3.0,2.0,1.0,4.0
b'girl',4.0,9.0,b'White',b'Urban',b'Portage',b'Popular',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,3.0,2.0,1.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,1.0,2.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'Other',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,1.0,2.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',2.0,3.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,3.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,1.0,2.0,4.0
b'girl',6.0,12.0,b'Other',b'Urban',b'Westdale Middle',b'Popular',2.0,4.0,3.0,1.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,3.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',2.0,3.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'Other',b'Urban',b'Westdale Middle',b'Popular',2.0,3.0,4.0,1.0
b'girl',6.0,12.0,b'White',b'Urban',b'Westdale Middle',b'Grades',2.0,1.0,3.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'girl',5.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',2.0,3.0,1.0,4.0
b'girl',6.0,11.0,b'Other',b'Urban',b'Westdale Middle',b'Sports',4.0,1.0,2.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,3.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,4.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,2.0,1.0,3.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,4.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,4.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'Other',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,3.0,1.0,2.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Sports',3.0,2.0,1.0,4.0
b'girl',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'boy',6.0,12.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'Other',b'Urban',b'Westdale Middle',b'Sports',3.0,2.0,1.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',1.0,2.0,3.0,4.0
b'boy',6.0,12.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',2.0,1.0,3.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',3.0,1.0,2.0,4.0
b'boy',6.0,12.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,1.0,2.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',3.0,2.0,1.0,4.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,1.0,2.0,3.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Sports',4.0,1.0,2.0,3.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Grades',4.0,2.0,1.0,3.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,1.0,3.0,2.0
b'boy',6.0,11.0,b'White',b'Urban',b'Westdale Middle',b'Popular',4.0,1.0,2.0,3.0
